bayesian	{'0': 7, '94': 1, '234': 1, '459': 1}
descriptive	{'1': 1, '2': 1, '3': 1, '4': 1, '5': 1, '6': 1, '7': 1, '8': 1, '9': 1, '10': 1, '11': 1, '12': 1, '13': 1, '14': 1, '15': 1, '16': 1, '18': 1, '20': 1, '21': 1, '22': 1, '23': 1, '24': 1, '25': 1, '26': 1, '27': 1, '28': 1, '29': 1, '30': 1, '31': 2, '33': 1, '34': 1, '35': 1, '36': 1, '40': 1, '42': 1, '43': 1, '44': 1, '45': 1, '46': 1, '47': 1, '48': 1, '49': 1, '50': 1, '51': 1, '52': 1, '53': 1, '54': 1, '56': 1, '57': 1, '58': 1, '60': 1, '61': 1, '62': 1, '63': 1, '64': 1, '65': 1, '66': 1, '120': 1, '135': 1, '156': 1}
data~descriptive	{'1': 1}
number~data~descriptive	{'1': 1}
statistics	{'1': 1, '2': 1, '3': 1, '4': 1, '5': 1, '6': 2, '7': 1, '8': 1, '9': 1, '10': 1, '11': 1, '12': 2, '13': 1, '14': 1, '15': 1, '16': 1, '17': 3, '18': 1, '20': 2, '21': 1, '22': 1, '23': 1, '24': 1, '25': 1, '26': 1, '27': 1, '28': 1}
cumulative	{'1': 3, '12': 2, '18': 5, '24': 5, '35': 3, '42': 1, '45': 2, '51': 3, '52': 2, '234': 2, '236': 1, '370': 5, '377': 1, '378': 1, '399': 4, '425': 1, '463': 1, '465': 1, '477': 1, '490': 1, '494': 1, '496': 1, '502': 1, '507': 1, '508': 1, '523': 1, '524': 1, '527': 1, '540': 1, '555': 1, '556': 4, '566': 2, '570': 1}
fall~cumulative	{'1': 1}
points~fall~cumulative	{'1': 1}
data~points~fall~cumulative	{'1': 1}
count	{'1': 1, '17': 1, '18': 1, '24': 1, '174': 1, '318': 1, '347': 1, '349': 2, '350': 1, '372': 1, '556': 1}
class~cumulative	{'1': 1, '24': 1}
within~class~cumulative	{'1': 1}
fall~within~class~cumulative	{'1': 1}
distribution~frequency	{'1': 1, '399': 1}
class~distribution~frequency	{'1': 1}
frequency~relative	{'1': 1, '18': 1, '370': 1}
absolute~frequency~relative	{'1': 1}
distribution~absolute~frequency~relative	{'1': 1}
statistics~relative	{'1': 1}
descriptive~statistics~relative	{'1': 1}
frequency~descriptive~statistics~relative	{'1': 1}
statistics~cumulative	{'1': 1}
descriptive~statistics~cumulative	{'1': 1}
value	{'2': 2, '5': 1, '6': 1, '7': 1, '12': 2, '13': 1, '15': 1, '16': 2, '17': 2, '18': 1, '22': 4, '25': 1, '26': 1, '28': 1, '30': 4, '31': 2, '39': 1, '40': 1, '42': 1, '43': 1, '45': 3, '54': 3, '55': 1, '59': 2, '60': 1, '62': 1, '67': 3, '68': 2, '70': 5, '72': 1, '81': 2, '85': 1, '87': 4, '88': 2, '91': 1, '94': 1, '95': 1, '97': 1, '102': 1, '104': 1, '106': 4, '109': 1, '110': 1, '118': 1, '119': 1, '122': 1, '134': 4, '135': 1, '138': 1, '145': 2, '146': 1, '150': 3, '152': 4, '153': 3, '155': 1, '156': 3, '160': 2, '166': 1, '174': 1, '177': 1, '180': 1, '183': 2, '194': 1, '199': 3, '212': 1, '221': 1, '222': 1, '227': 1, '229': 3, '234': 2, '242': 2, '245': 1, '246': 1, '257': 2, '268': 2, '269': 1, '271': 1, '280': 1, '293': 2, '296': 1, '297': 2, '301': 1, '304': 3, '305': 2, '307': 1, '308': 1, '313': 4, '315': 1, '320': 3, '321': 2, '327': 2, '328': 2, '330': 1, '335': 3, '338': 1, '339': 7, '347': 1, '349': 1, '353': 1, '358': 1, '359': 1, '360': 2, '362': 1, '367': 1, '368': 4, '369': 1, '372': 1, '375': 1, '379': 1, '385': 2, '389': 1, '392': 7, '393': 4, '398': 3, '399': 1, '401': 1, '408': 1, '411': 3, '414': 6, '416': 2, '419': 1, '420': 3, '424': 1, '428': 2, '436': 1, '459': 1, '467': 2, '475': 1, '476': 4, '480': 1, '490': 3, '507': 2, '508': 7, '516': 1, '517': 3, '520': 1, '522': 1, '523': 4, '530': 2, '533': 1, '535': 1, '537': 2, '539': 1, '540': 1, '544': 2, '545': 1, '546': 1, '551': 1, '556': 4, '559': 1, '561': 3, '563': 1, '566': 3, '568': 1, '575': 1, '578': 1}
nearest	{'2': 1, '46': 1, '83': 1, '188': 1}
value~nearest	{'2': 1}
still	{'2': 1, '17': 1, '166': 2, '245': 2, '278': 1, '304': 1, '327': 2, '368': 1}
nearest~still	{'2': 1}
value~nearest~still	{'2': 1}
inside	{'2': 1, '368': 1}
still~inside	{'2': 1}
nearest~still~inside	{'2': 1}
value~nearest~still~inside	{'2': 1}
inner	{'2': 1, '22': 1, '163': 2, '302': 1, '368': 1, '563': 1}
inside~inner	{'2': 1}
still~inside~inner	{'2': 1}
nearest~still~inside~inner	{'2': 1}
fence	{'2': 1, '21': 2, '22': 4, '61': 1, '368': 1}
adjacent	{'2': 1, '22': 1, '25': 1, '349': 1, '368': 1, '379': 1}
nearest~descriptive	{'2': 1}
value~nearest~descriptive	{'2': 1}
event	{'3': 1, '17': 1, '18': 1, '53': 3, '109': 1, '182': 1, '184': 1, '186': 3, '193': 3, '194': 1, '195': 1, '200': 1, '204': 4, '210': 2, '216': 3, '221': 5, '225': 2, '226': 3, '231': 1, '233': 2, '234': 6, '235': 2, '246': 4, '249': 2, '253': 1, '255': 1, '256': 1, '257': 5, '258': 3, '282': 2, '355': 1, '440': 1, '441': 6, '442': 3, '443': 3, '448': 1, '458': 1, '472': 1, '482': 3, '549': 1, '554': 1, '576': 2}
probability~event	{'3': 1, '204': 1}
lebesgue	{'3': 2, '211': 2, '302': 1}
measure	{'3': 2, '11': 1, '28': 1, '34': 1, '122': 1, '131': 2, '143': 1, '155': 1, '156': 1, '173': 1, '179': 2, '211': 4, '212': 3, '234': 1, '239': 6, '240': 3, '263': 1, '310': 1, '311': 1, '335': 1, '393': 1, '395': 5, '566': 6}
almost	{'3': 1, '173': 1, '249': 2, '281': 1, '297': 4, '327': 1, '330': 1, '347': 1}
surely	{'3': 1, '249': 1, '297': 1}
event~descriptive	{'3': 1}
probability~event~descriptive	{'3': 1}
measure~lebesgue	{'3': 1}
event~measure~lebesgue	{'3': 1}
anomalous	{'4': 2, '164': 1}
number~descriptive	{'4': 1}
anomalous~number~descriptive	{'4': 1}
statistics~anomalous	{'4': 1}
descriptive~statistics~anomalous	{'4': 1}
number~descriptive~statistics~anomalous	{'4': 1}
cancellation	{'4': 1}
benford	{'4': 1, '6': 12, '497': 2}
cancellation~benford	{'4': 1}
anomalous~cancellation~benford	{'4': 1}
statistics~anomalous~cancellation~benford	{'4': 1}
law	{'4': 1, '6': 14, '66': 3, '193': 1, '234': 1, '266': 2, '280': 4, '293': 1, '294': 4, '297': 2, '310': 1, '315': 1, '327': 2, '328': 1, '329': 1, '332': 1, '353': 1, '497': 2, '507': 1, '542': 1, '554': 1, '575': 3, '576': 3, '581': 6, '582': 5}
set	{'5': 1, '12': 2, '24': 1, '25': 1, '30': 1, '31': 1, '33': 1, '39': 4, '40': 1, '41': 1, '43': 1, '44': 1, '45': 1, '46': 1, '57': 1, '69': 1, '103': 1, '113': 1, '114': 1, '120': 2, '122': 1, '128': 1, '129': 1, '130': 2, '134': 3, '135': 1, '136': 1, '147': 1, '150': 1, '152': 2, '156': 1, '160': 1, '161': 1, '166': 3, '173': 1, '182': 1, '184': 2, '187': 1, '188': 1, '199': 4, '211': 1, '212': 1, '213': 1, '215': 1, '219': 1, '224': 5, '227': 1, '234': 5, '236': 1, '243': 3, '246': 5, '252': 1, '253': 1, '256': 1, '257': 6, '263': 2, '264': 1, '266': 1, '267': 6, '270': 1, '274': 7, '278': 1, '280': 1, '281': 1, '282': 1, '286': 1, '289': 2, '290': 4, '293': 2, '296': 1, '303': 1, '319': 1, '321': 1, '327': 3, '330': 1, '339': 3, '342': 1, '344': 1, '366': 1, '367': 3, '372': 1, '379': 2, '381': 1, '382': 2, '389': 1, '390': 1, '392': 3, '405': 2, '408': 1, '420': 1, '425': 1, '433': 1, '442': 1, '445': 1, '446': 2, '451': 1, '452': 1, '456': 1, '457': 1, '507': 1, '537': 1, '540': 3, '549': 1, '561': 3, '570': 1}
similar	{'5': 1, '43': 2, '160': 1, '166': 1, '180': 1, '221': 1, '498': 1, '514': 1}
value~similar	{'5': 1}
set~value~similar	{'5': 1}
meaning	{'5': 1, '12': 1, '44': 1, '45': 2, '60': 1, '68': 2, '199': 3, '274': 2, '313': 1}
similar~meaning	{'5': 1}
value~similar~meaning	{'5': 1}
set~value~similar~meaning	{'5': 1}
manner	{'5': 1, '278': 1, '292': 1}
batch	{'5': 1}
set~descriptive	{'5': 1, '33': 1}
phenomenological	{'6': 1}
phenomenological~law	{'6': 4}
first	{'6': 6, '17': 1, '23': 1, '30': 2, '33': 1, '41': 1, '46': 3, '47': 1, '48': 1, '73': 1, '90': 1, '91': 2, '102': 2, '119': 2, '134': 2, '139': 1, '144': 1, '145': 1, '146': 2, '152': 4, '153': 1, '156': 2, '159': 1, '179': 1, '183': 1, '187': 1, '188': 1, '192': 2, '204': 2, '225': 1, '227': 1, '233': 1, '244': 1, '245': 5, '254': 1, '255': 1, '268': 1, '272': 1, '274': 1, '278': 1, '280': 1, '294': 1, '297': 1, '301': 2, '302': 1, '304': 2, '307': 4, '308': 1, '321': 1, '331': 2, '336': 1, '346': 2, '354': 1, '367': 1, '397': 1, '401': 1, '459': 1, '464': 1, '465': 3, '475': 2, '477': 1, '490': 1, '491': 2, '493': 2, '502': 1, '503': 3, '504': 2, '505': 1, '512': 2, '515': 1, '518': 1, '519': 1, '521': 1, '522': 1, '523': 1, '527': 2, '530': 6, '531': 1, '535': 1, '536': 1, '537': 2, '540': 1, '543': 4, '550': 1}
law~first	{'6': 4}
phenomenological~law~first	{'6': 2}
digit	{'6': 8, '68': 3, '75': 1, '80': 4, '82': 1, '83': 3, '267': 1, '281': 3, '346': 6, '382': 2}
first~digit	{'6': 5}
law~first~digit	{'6': 5}
phenomenological~law~first~digit	{'6': 2}
digit~law~first	{'6': 2}
phenomenon	{'6': 2, '53': 2, '303': 1, '324': 1, '444': 1}
leading	{'6': 1, '267': 1, '542': 1, '551': 1}
phenomenon~leading	{'6': 1}
digit~phenomenon~leading	{'6': 1}
first~digit~phenomenon~leading	{'6': 1}
leading~digit	{'6': 1}
phenomenon~leading~digit	{'6': 1}
phenomenon~benford	{'6': 2}
digit~phenomenon~benford	{'6': 2}
leading~digit~phenomenon~benford	{'6': 1}
benford~law	{'6': 1}
phenomenon~benford~law	{'6': 1}
digit~phenomenon~benford~law	{'6': 1}
listings	{'6': 1}
tables	{'6': 2}
listings~tables	{'6': 1}
law~listings~tables	{'6': 1}
benford~law~listings~tables	{'6': 1}
etc	{'6': 1, '39': 1, '199': 1, '287': 1, '327': 1, '330': 1, '339': 1, '452': 1, '507': 1, '561': 1}
tends	{'6': 1, '59': 1, '122': 2}
greater	{'6': 1, '53': 2, '190': 1, '206': 1, '229': 1, '313': 1, '328': 1, '393': 1, '395': 1, '399': 1, '414': 1, '530': 1, '568': 1}
expected	{'6': 1, '17': 5, '19': 1, '30': 1, '88': 1, '104': 1, '153': 2, '189': 1, '190': 1, '192': 2, '193': 1, '194': 2, '212': 2, '245': 2, '268': 1, '275': 1, '280': 3, '347': 5, '353': 1, '399': 2, '516': 1, '527': 1, '530': 5, '537': 1, '551': 2, '575': 1}
phenomenological~expected	{'6': 1}
one	{'6': 2, '14': 1, '17': 6, '22': 1, '28': 2, '39': 1, '40': 3, '46': 1, '53': 1, '55': 1, '69': 2, '72': 1, '94': 1, '120': 1, '131': 1, '134': 2, '162': 1, '166': 5, '168': 1, '171': 1, '184': 1, '187': 2, '188': 6, '189': 1, '198': 3, '206': 5, '212': 1, '224': 1, '225': 1, '226': 1, '227': 1, '233': 2, '242': 1, '243': 1, '244': 2, '251': 1, '255': 2, '274': 3, '280': 2, '281': 1, '292': 1, '294': 1, '297': 1, '304': 2, '306': 1, '307': 2, '313': 1, '346': 3, '347': 2, '366': 1, '367': 1, '369': 1, '377': 1, '379': 1, '395': 5, '398': 1, '399': 1, '402': 1, '414': 1, '420': 1, '436': 1, '451': 1, '459': 1, '476': 1, '542': 2, '552': 2, '559': 1, '563': 1, '575': 1, '576': 1}
law~one	{'6': 1}
phenomenological~law~one	{'6': 1}
out	{'6': 1, '21': 1, '22': 1, '24': 1, '31': 1, '122': 1, '134': 1, '160': 1, '164': 1, '183': 5, '206': 4, '213': 1, '227': 1, '245': 2, '255': 1, '274': 1, '304': 1, '368': 1, '398': 1, '451': 1, '453': 1, '537': 2, '545': 2, '551': 1}
digit~out	{'6': 1}
first~digit~out	{'6': 1}
law~first~digit~out	{'6': 1}
law~benford	{'6': 1}
digit~law~benford	{'6': 1}
first~digit~law~benford	{'6': 1}
first~law	{'6': 1}
digit~first~law	{'6': 1}
instance	{'6': 1, '17': 1, '367': 1, '369': 1}
examining	{'6': 1, '281': 1}
leading~examining	{'6': 1}
phenomenon~leading~examining	{'6': 1}
digit~phenomenon~leading~examining	{'6': 1}
digit~tables	{'6': 1}
leading~digit~tables	{'6': 1}
phenomenon~leading~digit~tables	{'6': 1}
logarithms	{'6': 1}
noting	{'6': 1, '17': 1, '30': 1, '121': 1, '153': 1, '166': 1, '188': 1, '213': 1, '245': 1, '511': 1, '530': 1}
phenomenological~first	{'6': 1}
pages	{'6': 2}
law~pages	{'6': 1}
phenomenological~law~pages	{'6': 1}
worn	{'6': 1}
first~worn	{'6': 1}
law~first~worn	{'6': 1}
phenomenological~law~first~worn	{'6': 1}
smudged	{'6': 1}
digit~smudged	{'6': 1}
first~digit~smudged	{'6': 1}
law~first~digit~smudged	{'6': 1}
later	{'6': 1}
law~later	{'6': 1}
digit~law~later	{'6': 1}
first~digit~law~later	{'6': 1}
first~pages	{'6': 1}
law~first~pages	{'6': 1}
digit~law~first~pages	{'6': 1}
newcomb	{'6': 1}
digit~newcomb	{'6': 1}
first~digit~newcomb	{'6': 1}
law~first~digit~newcomb	{'6': 1}
first~digit~phenomenon~benford	{'6': 1}
leading~law	{'6': 1}
phenomenon~leading~law	{'6': 1}
digit~phenomenon~leading~law	{'6': 1}
unquestionably	{'6': 1}
digit~unquestionably	{'6': 1}
leading~digit~unquestionably	{'6': 1}
phenomenon~leading~digit~unquestionably	{'6': 1}
applies	{'6': 3, '497': 1}
phenomenon~applies	{'6': 1}
digit~phenomenon~applies	{'6': 1}
leading~digit~phenomenon~applies	{'6': 1}
many	{'6': 2, '12': 1, '55': 1, '80': 1, '82': 1, '131': 1, '158': 1, '162': 1, '166': 1, '168': 1, '171': 1, '174': 1, '193': 1, '241': 1, '245': 2, '255': 1, '341': 1, '367': 1, '420': 1, '507': 3, '520': 1, '570': 1}
benford~many	{'6': 1}
phenomenon~benford~many	{'6': 1}
digit~phenomenon~benford~many	{'6': 1}
situations	{'6': 1, '403': 1, '507': 1}
law~situations	{'6': 1}
benford~law~situations	{'6': 1}
phenomenon~benford~law~situations	{'6': 1}
real	{'6': 2, '113': 1, '199': 2, '215': 1, '244': 1, '254': 1, '257': 1, '266': 2, '268': 1, '280': 9, '282': 2, '294': 3, '322': 1, '374': 1, '386': 1, '398': 1, '407': 1, '507': 1, '567': 3}
listings~real	{'6': 1}
law~listings~real	{'6': 1}
benford~law~listings~real	{'6': 1}
world	{'6': 1, '183': 1, '251': 3, '576': 1}
satisfactory	{'6': 1}
statistics~satisfactory	{'6': 1}
tables~statistics~satisfactory	{'6': 1}
listings~tables~statistics~satisfactory	{'6': 1}
explanation	{'6': 1}
etc~explanation	{'6': 1}
statistics~etc~explanation	{'6': 1}
tables~statistics~etc~explanation	{'6': 1}
been	{'6': 1, '17': 1, '28': 1, '46': 1, '101': 1, '121': 1, '154': 1, '183': 1, '188': 1, '192': 2, '197': 1, '213': 1, '305': 1, '308': 2, '397': 1, '441': 1, '507': 3, '551': 1, '563': 1}
digit~been	{'6': 1}
etc~digit~been	{'6': 1}
statistics~etc~digit~been	{'6': 1}
only	{'6': 2, '82': 1, '83': 1, '111': 1, '152': 2, '153': 1, '166': 1, '173': 1, '174': 1, '178': 1, '192': 1, '222': 1, '244': 1, '274': 2, '307': 4, '347': 1, '367': 1, '368': 1, '475': 1, '539': 1, '542': 1, '543': 1, '559': 1}
tends~only	{'6': 1}
digit~tends~only	{'6': 1}
etc~digit~tends~only	{'6': 1}
recently	{'6': 1}
probability~recently	{'6': 1}
tends~probability~recently	{'6': 1}
digit~tends~probability~recently	{'6': 1}
through	{'6': 1, '75': 1, '109': 1, '121': 1, '130': 1, '156': 1, '183': 1, '189': 1, '195': 1, '302': 1, '327': 1, '334': 2, '342': 1, '393': 1, '452': 1}
greater~through	{'6': 1}
probability~greater~through	{'6': 1}
tends~probability~greater~through	{'6': 1}
work	{'6': 1, '45': 1, '138': 1, '152': 1, '199': 1, '242': 1, '254': 1, '490': 1, '547': 1, '561': 1}
expected~work	{'6': 1}
greater~expected~work	{'6': 1}
probability~greater~expected~work	{'6': 1}
hill	{'6': 2}
one~hill	{'6': 1}
expected~one~hill	{'6': 1}
greater~expected~one~hill	{'6': 1}
character	{'6': 1, '164': 1}
law~character	{'6': 1}
phenomenological~law~character	{'6': 1}
charlie	{'6': 1, '164': 1}
first~charlie	{'6': 1}
law~first~charlie	{'6': 1}
phenomenological~law~first~charlie	{'6': 1}
eppes	{'6': 1, '164': 2}
digit~eppes	{'6': 1}
first~digit~eppes	{'6': 1}
law~first~digit~eppes	{'6': 1}
analogy	{'6': 1, '98': 1}
law~analogy	{'6': 1}
digit~law~analogy	{'6': 1}
first~digit~law~analogy	{'6': 1}
help	{'6': 1}
first~help	{'6': 1}
law~first~help	{'6': 1}
digit~law~first~help	{'6': 1}
solve	{'6': 1, '70': 1, '156': 1, '339': 2, '537': 1}
digit~solve	{'6': 1}
first~digit~solve	{'6': 1}
law~first~digit~solve	{'6': 1}
series	{'6': 1, '66': 2, '120': 1, '123': 1, '146': 1, '164': 1, '188': 1, '304': 1, '351': 7, '352': 2, '353': 2, '354': 5, '424': 1, '426': 2, '428': 1, '436': 4, '444': 1, '465': 1, '508': 2, '543': 1, '547': 1, '549': 1, '563': 1}
phenomenon~series	{'6': 1}
digit~phenomenon~series	{'6': 1}
first~digit~phenomenon~series	{'6': 1}
high	{'6': 1, '33': 2, '54': 1, '133': 1, '134': 2, '255': 2, '292': 1, '367': 1, '372': 1, '507': 1}
leading~high	{'6': 1}
phenomenon~leading~high	{'6': 1}
digit~phenomenon~leading~high	{'6': 1}
burglaries	{'6': 1}
digit~burglaries	{'6': 1}
leading~digit~burglaries	{'6': 1}
phenomenon~leading~digit~burglaries	{'6': 1}
phenomenon~season	{'6': 1}
digit~phenomenon~season	{'6': 1}
leading~digit~phenomenon~season	{'6': 1}
running	{'6': 1, '30': 3, '54': 4, '152': 1, '430': 1}
phenomenological~television	{'6': 1}
law~crime	{'6': 1}
phenomenological~law~crime	{'6': 1}
first~drama	{'6': 1}
law~first~drama	{'6': 1}
phenomenological~law~first~drama	{'6': 1}
law~applies	{'6': 2}
phenomenological~law~applies	{'6': 2}
first~data	{'6': 2}
law~first~data	{'6': 2}
phenomenological~law~first~data	{'6': 2}
dimensionless	{'6': 1}
numerical	{'6': 1, '26': 1, '80': 1, '82': 4, '268': 1, '292': 1, '301': 1, '339': 1, '382': 1, '515': 1, '563': 1, '565': 1}
phenomenological~numerical	{'6': 1}
depend	{'6': 1, '59': 1, '69': 1, '153': 1, '178': 1, '213': 1, '254': 3, '280': 1, '542': 1, '556': 1}
digit~depend	{'6': 1}
first~digit~depend	{'6': 1}
law~first~digit~depend	{'6': 1}
universal	{'6': 1}
first~universal	{'6': 1}
law~first~universal	{'6': 1}
digit~law~first~universal	{'6': 1}
digit~probability	{'6': 2}
first~digit~probability	{'6': 2}
law~first~digit~probability	{'6': 2}
phenomenon~distribution	{'6': 1}
digit~phenomenon~distribution	{'6': 1}
first~digit~phenomenon~distribution	{'6': 1}
invariant	{'6': 1}
phenomenological~invariant	{'6': 1}
under	{'6': 2, '35': 1, '41': 1, '113': 1, '139': 1, '154': 1, '156': 1, '199': 1, '297': 1, '302': 1, '367': 1, '392': 1, '403': 1, '407': 1, '408': 1, '451': 1, '523': 1, '561': 1, '570': 1}
law~under	{'6': 2}
phenomenological~law~under	{'6': 2}
change	{'6': 1, '304': 1, '339': 1, '360': 1, '367': 1, '472': 1, '475': 2, '482': 2, '551': 1, '552': 4}
first~change	{'6': 1}
law~first~change	{'6': 1}
phenomenological~law~first~change	{'6': 1}
scale	{'6': 1, '172': 1, '234': 1, '321': 1, '367': 1, '476': 1, '490': 1, '492': 1, '565': 1}
normalization	{'6': 1, '236': 1, '281': 1, '497': 1, '515': 1}
differentiating	{'6': 1, '482': 1, '527': 1}
setting	{'6': 1, '49': 1, '243': 1, '331': 1, '511': 1, '566': 1}
solution	{'6': 1, '169': 1, '187': 1, '188': 1, '304': 1, '322': 1, '327': 1, '330': 1, '331': 2, '334': 1, '337': 1, '339': 2, '393': 1, '498': 1, '507': 1, '513': 2, '520': 1, '540': 1}
proper	{'6': 1, '131': 1, '405': 1, '455': 1}
phenomenological~probability	{'6': 1}
law~distribution	{'6': 2}
phenomenological~law~distribution	{'6': 2}
diverges	{'6': 1, '66': 1}
physics	{'6': 1, '462': 1, '479': 1, '507': 1}
law~physics	{'6': 1}
digit~law~physics	{'6': 1}
first~digit~law~physics	{'6': 1}
human	{'6': 1, '281': 2, '496': 1}
first~human	{'6': 1}
law~first~human	{'6': 1}
digit~law~first~human	{'6': 1}
convention	{'6': 1, '104': 1, '160': 1, '335': 1, '368': 1, '459': 1}
digit~convention	{'6': 1}
first~digit~convention	{'6': 1}
law~first~digit~convention	{'6': 1}
impose	{'6': 1}
phenomenon~impose	{'6': 1}
digit~phenomenon~impose	{'6': 1}
first~digit~phenomenon~impose	{'6': 1}
cutoffs	{'6': 2}
example	{'6': 2, '12': 1, '13': 1, '17': 3, '30': 1, '39': 1, '41': 1, '54': 1, '55': 1, '68': 1, '69': 1, '83': 2, '85': 1, '92': 1, '98': 1, '99': 1, '109': 1, '119': 2, '120': 1, '121': 2, '130': 1, '135': 1, '146': 1, '160': 1, '166': 1, '192': 3, '199': 1, '223': 1, '231': 1, '236': 1, '246': 1, '257': 1, '267': 2, '272': 1, '274': 3, '278': 1, '281': 2, '292': 1, '307': 1, '311': 1, '314': 1, '339': 2, '347': 1, '348': 1, '395': 1, '420': 1, '436': 1, '496': 1, '535': 1, '545': 1, '556': 2}
randomly	{'6': 1, '265': 1, '285': 1, '296': 1, '303': 1, '563': 1}
phenomenon~randomly	{'6': 1}
digit~phenomenon~randomly	{'6': 1}
leading~digit~phenomenon~randomly	{'6': 1}
street	{'6': 1}
benford~street	{'6': 1}
phenomenon~benford~street	{'6': 1}
digit~phenomenon~benford~street	{'6': 1}
addresses	{'6': 2}
law~addresses	{'6': 1}
benford~law~addresses	{'6': 1}
phenomenon~benford~law~addresses	{'6': 1}
obey	{'6': 1, '122': 1, '234': 2, '293': 1, '294': 1, '465': 1, '511': 1, '581': 1}
listings~obey	{'6': 1}
law~listings~obey	{'6': 1}
benford~law~listings~obey	{'6': 1}
something	{'6': 1}
tables~something	{'6': 1}
listings~tables~something	{'6': 1}
law~listings~tables~something	{'6': 1}
close	{'6': 1, '45': 1, '244': 1, '271': 1, '339': 1, '576': 1}
statistics~close	{'6': 1}
tables~statistics~close	{'6': 1}
listings~tables~statistics~close	{'6': 1}
etc~benford	{'6': 2}
statistics~etc~benford	{'6': 2}
tables~statistics~etc~benford	{'6': 2}
powers	{'6': 1, '75': 1}
phenomenological~powers	{'6': 1}
lie	{'6': 1, '41': 1, '45': 1, '53': 1, '190': 8, '278': 1, '291': 1, '294': 1, '321': 1, '381': 1}
law~lie	{'6': 1}
phenomenological~law~lie	{'6': 1}
decimal	{'6': 1, '68': 3, '69': 1, '80': 3, '508': 1}
logarithmic	{'6': 3, '327': 1, '467': 1, '482': 1, '496': 1, '497': 4, '547': 2}
phenomenological~distribution	{'6': 1}
above	{'6': 2, '12': 1, '17': 2, '28': 1, '30': 1, '31': 1, '34': 1, '41': 2, '54': 1, '55': 1, '60': 1, '117': 1, '130': 2, '153': 1, '157': 1, '160': 1, '187': 1, '188': 4, '190': 1, '243': 1, '266': 1, '267': 1, '268': 2, '274': 3, '294': 1, '296': 1, '297': 2, '304': 1, '305': 1, '308': 1, '321': 1, '331': 1, '346': 3, '347': 2, '368': 1, '369': 1, '372': 1, '374': 1, '377': 1, '382': 2, '395': 1, '425': 1, '459': 1, '463': 1, '482': 2, '507': 1, '509': 2, '528': 1, '530': 1, '537': 1, '542': 2, '543': 1, '554': 1}
tabulated	{'6': 1, '339': 1}
phenomenological~tabulated	{'6': 1}
below	{'6': 2, '24': 1, '34': 1, '35': 1, '41': 1, '43': 1, '163': 1, '261': 1, '266': 1, '274': 1, '304': 2, '508': 1}
first~only	{'6': 1}
law~first~only	{'6': 1}
phenomenological~law~first~only	{'6': 1}
scale-invariant	{'6': 1}
digit~scale-invariant	{'6': 1}
